2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0asdasd08,7.44564869
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187307,3.467434
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187305,6.85567013
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.021873,1.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187163,0.03322569
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187008,0.asdasd21
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218asdasd6299,0.1
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186251,0.0091
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186053,0asdasd.58
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218asdasd6052,0.05
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02185561,9.1asdasd455526
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218asdasd4944,130.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02184363,4.52654436
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0asdasd2183269,4.89asdasd101735
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02183264,0.00630238
2020/03/17 17:01
:24.884492,ETH/BTC,bi
d,0.021824asdasd7,0.0124819asdasd2
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02asdasd18238,41.5
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02181735,0.2
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02180845,50.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218,32.74659999
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02179639,0.40030023
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0217942,0.81461421
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02179148,49.
2020/03/17 17:01:24
.884492,ETH/BTC,bid,0.021asdasd009,0.73972375
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02177774,48
.asdasd442
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.021asdasd763,0.57907871
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02176045,49.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02175882,40.67636181
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02175498,0.1331879
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0217499,0.04644343
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02174665,51.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.021745asdasd58,50.96
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02173852,14.73
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02173707,0.09asdasd825887
2020/03/17 1
7:01:24.884492,ETH/BTC,bid,0.02173asdasd28,0.03355265
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02173528,0.55209779
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02172401,0.00633334
2020/03/17 17:01:24.884492,ETH/BTC,b
id,0.02171691,0.02869842
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02170739,1.033055
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02170001,2.58533184
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0217asdasd,11.580asdasd32904
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02168639,0.40030022
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02167076,33.82130391
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02167075,0.17asdasd77869
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.021asdasd64914,31.97356142
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02164903,0.asdasd01766217
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02164226,0.14046593
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02161593,0.00636546
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02asdasd160336,508.56
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189093,9.80492asdasd5003
2020/03/17 17:01:24asd02189398,9.14003499
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189399,9.14068583
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189434,130.
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0219,asdasd0.04
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.021901,42.4
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02191749,23.5
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.021asdasd92039,0asdasd.4014997
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02193216,1.37106548
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02193217,36.8
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02194667,50.95
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.021954asdasd67,0.2
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02195887,14asdasd.73
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02196,0.0199982
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02196165,37.7
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02196924,4.94993079
asdasd2020/03/17 17:01:24.884492,ETH/BTC,ask,0.021998,0.01251984
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0220asdasd1782,0.17
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02202912,1.13550823
asdasd2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02205152,0.00623928
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.022asdasd05403,508.55
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0220972,0.01263333
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210103,0.00019101
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210226,0.086064
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210654,29.79106636
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210655,6.90asdasd840309
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210752,1.24905905
2020/03/17 17:01:24.884492,ETH/BTC,ask,0asdasd.0221428,0.01274004
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02215,0.0697053
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0221597,0.4
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02216178,0.00620832
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02218591,1.37396496
2020/03/17 17:01:24.884492,asdasd,ask,0.0221898,0.01286127
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02222318,0.0092
2020/03/17 17:01:24.884492,ETH/BTC,asdasd,0.02222991,0.5
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02223142,0.086064
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.022234,0.19992
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02224422,0.05
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02225,0.05746774
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02226116,0.12491728
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0asdasd2226117,0.05
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02226156,0.6asdasd8965079
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0222asdasd6177,0.05
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02226431,1.51136146
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02227,1.
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02227042,0asdasd.4
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.0000003,29468687.918283
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000029,29354859.324531
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000028,33183658.838306
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000027,70492155.16241
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000026,47973630.799864
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000025,54375270.29956
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000024,43578159.041355
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000023,55039906.016943
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000022,35101189.028424
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000021,17487929.456232
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.0000002,23948681.085421
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000019,9908337.0918123
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000018,17140674.938161
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000017,10816395.006882
2020/03/17 17:01:24.asd0016,18698273.51265
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000015,16277969.480293
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000014,102751129.09834
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000013,31727762.768641
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000012,19995159.833333
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000011,28995182.727273
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.0000001,23774671.459259
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000009,12981604.444444
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000008,17423077.375
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000007,15265749.142857
2020/03/17 17:01:24.884492,DOasd00006,17737965.333333
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000005,1334531.94
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000004,316250.
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000003,37081819.
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000002,148187044.35714
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000001,31940498.
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000031,11901419.52546
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000032,41260944.21614
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000033,23594827.903824
2020/03/17 17:01:24.884492,DOGE/
BTC,ask,0.00000034,21803662.672223
2020/03/17 17:01:24.884492,DOasd00000035,18263184.257508
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000036,5679965.5678208
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000037,13314388.737357
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000038,7712660.475328
2020/03/17 17:01:24.884
492,DOGE/BTC,ask,0.00000039,20443826.378187
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.0000004,18956753.397818
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000041,4835576.6065579
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.0000
0042,5952282.4414734
2020/03/17 17:01:24.884492,D
